,crid,officer_id,cat_id,recc_finding,recc_outcome,finding_edit,outcome_edit,value,beat,location,add1,add2,city,incident_date,start_date,end_date,investigator_id,final_outcome_class
187,1059173,90.0,01C,NS,600.0,Not Sustained,Unsustained,0,915.0,17,3120.0,S EMERALD AVE,CHICAGO IL,2012-12-23 01:50:00,2012-12-23,2013-12-11,300.0,not-sustained
188,1069970,90.0,04E,,600.0,No Affidavit,Unsustained,0,1024.0,04,3315.0,W OGDEN AVE,CHICAGO IL 60623,2014-06-23 15:00:00,2014-06-24,2014-12-05,987.0,not-sustained
189,1070416,91.0,10U,,600.0,No Affidavit,Unsustained,0,1923.0,17,1060.0,W ADDISON ST,CHICAGO IL 60613,2014-07-16 18:53:00,2014-07-17,2014-09-23,82.0,not-sustained
190,1073291,92.0,,,,Unknown,Unknown,?,412.0,17,8500.0,S STONY ISLAND AVE,CHICAGO IL 60619,2014-12-03 18:16:00,2015-01-09,,1223.0,open-investigation
191,1044714,93.0,10U,,600.0,No Affidavit,Unsustained,0,713.0,17,6207.0,S JUSTINE ST,CHICAGO IL,2011-04-13 10:30:00,2011-04-13,2011-06-30,547.0,not-sustained
192,1045615,93.0,05M,NS,600.0,Not Sustained,Unsustained,0,711.0,17,5520.0,S WELLS ST,CHICAGO IL 60621,2011-05-23 00:00:00,2011-05-23,2013-04-17,1440.0,not-sustained
193,1055247,94.0,05M,NS,600.0,Not Sustained,Unsustained,0,1014.0,17,3768.0,W OGDEN AVE,CHICAGO IL 60623,2012-07-03 00:00:00,2012-07-03,2014-01-10,1481.0,not-sustained
194,1059045,94.0,05A,,600.0,No Affidavit,Unsustained,0,1034.0,17,2600.0,W 22ND PL,CHICAGO IL,2012-12-14 22:00:00,2012-12-16,2013-05-14,1298.0,not-sustained
195,1064422,94.0,05B,,600.0,No Affidavit,Unsustained,0,1014.0,17,1845.0,S MILLARD AVE,CHICAGO IL,2013-03-03 09:25:00,2013-08-22,2013-11-05,1456.0,not-sustained
196,1059362,95.0,03D,,,Unknown,Unknown,?,1124.0,17,307.0,S KEDZIE AVE,CHICAGO IL,2013-01-03 19:03:00,2013-01-06,2013-03-26,1336.0,unknown
197,1061037,95.0,10U,,600.0,No Affidavit,Unsustained,0,1121.0,17,620.0,N TRUMBULL AVE,CHICAGO IL 60624,2013-03-10 18:00:00,2013-03-29,2013-07-09,704.0,not-sustained
198,1065040,95.0,,,,Unknown,Unknown,?,1134.0,04,3151.0,W HARRISON ST,CHICAGO IL,2013-07-14 19:20:00,2013-09-20,,1336.0,open-investigation
199,1045270,96.0,10P,NS,600.0,Not Sustained,Unsustained,0,1414.0,08,2150.0,N CALIFORNIA AVE,CHICAGO IL 60647,2011-04-26 00:00:00,2011-05-09,2011-08-17,1028.0,not-sustained
200,1047180,96.0,01C,,600.0,No Affidavit,Unsustained,0,1424.0,17,2053.0,W EVERGREEN AVE,CHICAGO IL 60622,2011-07-23 18:20:00,2011-07-23,2011-09-29,293.0,not-sustained
201,1056517,96.0,05B,NS,600.0,Not Sustained,Unsustained,0,1422.0,17,1750.0,N KIMBALL AVE,CHICAGO IL 60647,2012-08-22 00:00:00,2012-08-22,2013-12-31,319.0,not-sustained
202,1053076,97.0,05A,NS,600.0,Not Sustained,Unsustained,0,2412.0,17,6400.0,N TALMAN AVE,CHICAGO IL 60645,2012-03-22 18:00:00,2012-04-04,2015-01-08,24.0,not-sustained
203,1070506,98.0,03D,,600.0,No Affidavit,Unsustained,0,2532.0,17,1406.0,N LINDER AVE,CHICAGO IL 60651,2014-07-22 03:32:00,2014-07-22,2014-10-21,1184.0,not-sustained
204,1055437,99.0,10U,,600.0,No Affidavit,Unsustained,0,923.0,17,5258.0,S MAPLEWOOD AVE,CHICAGO IL 60632,2012-07-07 08:24:00,2012-07-11,2012-10-25,780.0,not-sustained
205,1057539,100.0,10U,,600.0,No Affidavit,Unsustained,0,223.0,17,5017.0,S COTTAGE GROVE AVE,CHICAGO IL 60615,2012-03-12 00:00:00,2012-10-04,2012-11-02,1317.0,not-sustained
206,1060737,100.0,01B,,600.0,No Affidavit,Unsustained,0,225.0,04,5101.0,S WENTWORTH AVE,CHICAGO IL,2013-03-14 16:30:00,2013-03-15,2013-05-31,1298.0,not-sustained
208,1046083,101.0,03D,,600.0,No Affidavit,Unsustained,0,613.0,03,8131.0,S MAY ST,CHICAGO IL 60620,2011-06-10 12:30:00,2011-06-11,2011-10-03,1052.0,not-sustained
209,1058025,101.0,01C,NS,600.0,Not Sustained,Unsustained,0,613.0,14,8125.0,S MAY ST,CHICAGO IL,2012-10-08 14:00:00,2012-10-25,2013-12-11,1149.0,not-sustained
211,1069723,102.0,10Z,,600.0,No Affidavit,Unsustained,0,1733.0,17,3850.0,N SACRAMENTO AVE,CHICAGO IL,2014-06-07 19:30:00,2014-06-11,2014-08-22,951.0,not-sustained
212,1072231,103.0,10U,,600.0,No Affidavit,Unsustained,0,223.0,03,5036.0,S COTTAGE GROVE AVE,CHICAGO IL 60615,2014-10-25 15:15:00,2014-10-25,2015-02-09,245.0,not-sustained
213,1059789,104.0,10P,SU,100.0,Sustained,Reprimand,0,,04,3315.0,W OGDEN,CHICAGO IL 60614,2013-01-28 10:00:00,2013-01-28,2014-10-01,173.0,disciplined
214,1066573,105.0,,,,Unknown,Unknown,?,1932.0,14,1320.0,W FULLERTON AVE,CHICAGO IL,2013-12-12 14:30:00,2013-12-12,,690.0,open-investigation
215,1046760,106.0,03G,,600.0,No Affidavit,Unsustained,0,2422.0,17,7700.0,N MARSHFIELD AVE,CHICAGO IL,2011-06-07 11:00:00,2011-07-07,2011-10-11,593.0,not-sustained
216,1056031,106.0,10Z,UN,600.0,Unfounded,Unsustained,0,2433.0,17,6150.0,N KENMORE AVE,CHICAGO IL,2012-06-15 17:50:00,2012-08-02,2013-03-12,12.0,not-sustained
217,1054102,107.0,10U,,600.0,No Affidavit,Unsustained,0,2233.0,14,11400.0,S EGGLESTON AVE,CHICAGO IL 60628,2012-05-18 00:00:00,2012-05-18,2012-08-15,884.0,not-sustained
219,1048888,108.0,10Z,SU,1.0,Sustained,1,1,1532.0,17,200.0,N LAVERGNE AVE,CHICAGO IL,2011-09-13 22:30:00,2011-09-28,2014-08-20,275.0,disciplined
220,1053519,108.0,05N,UN,600.0,Unfounded,Unsustained,0,2533.0,17,4800.0,W NORTH AVE,CHICAGO IL 60651,2012-04-23 20:20:00,2012-04-23,2014-01-31,1113.0,not-sustained
222,1046045,109.0,10U,NS,600.0,Not Sustained,Unsustained,0,1621.0,17,5878.0,N LUNA AVE,CHICAGO IL 60646,2011-05-19 00:00:00,2011-06-09,2011-08-17,764.0,not-sustained
224,1061762,110.0,05C,NS,600.0,Not Sustained,Unsustained,0,1223.0,17,1901.0,W MADISON ST,CHICAGO IL 60612,2013-04-06 23:30:00,2013-04-26,2014-08-19,251.0,not-sustained
225,1066463,110.0,10U,NS,600.0,Not Sustained,Unsustained,0,1134.0,17,3000.0,W HARRISON ST,CHICAGO IL 60612,2013-11-30 02:55:00,2013-12-05,2014-03-26,97.0,not-sustained
226,1072890,111.0,03G,,,Unknown,Unknown,?,2413.0,17,2340.0,W PETERSON AVE,CHICAGO IL 60659,2014-11-05 09:30:00,2014-12-09,,702.0,open-investigation
227,1061513,112.0,04E,,600.0,No Affidavit,Unsustained,0,2515.0,04,5555.0,W GRAND AVE,CHICAGO IL 60639,2011-08-23 10:00:00,2013-04-16,2013-06-10,1193.0,not-sustained
228,1051819,112.0,03B,NS,600.0,Not Sustained,Unsustained,0,1624.0,17,4900.0,W IRVING PARK RD,CHICAGO IL 60641,2012-02-09 23:00:00,2012-02-10,2012-06-29,88.0,not-sustained
229,1057798,112.0,03C,NS,600.0,Not Sustained,Unsustained,0,1722.0,17,4255.0,N KNOX AVE,CHICAGO IL,2011-10-13 10:30:00,2012-10-15,2014-02-05,583.0,not-sustained
230,1057601,112.0,10Z,,600.0,No Affidavit,Unsustained,0,1723.0,17,3832.0,W MONTROSE AVE,CHICAGO IL 60618,2012-10-07 10:45:00,2012-10-07,2013-01-28,1193.0,not-sustained
231,1062935,112.0,05A,NS,600.0,Not Sustained,Unsustained,0,1722.0,17,4334.0,W LELAND AVE,CHICAGO IL,2013-06-16 12:58:00,2013-06-18,2014-01-13,778.0,not-sustained
233,1062372,113.0,04E,,600.0,No Affidavit,Unsustained,0,1513.0,17,1048.0,S MONITOR AVE,CHICAGO IL 60644,2013-05-17 19:00:00,2013-05-21,2013-08-01,354.0,not-sustained
235,1061389,114.0,09K,SU,0.0,Sustained,Reprimand,0,2432.0,04,6464.0,N CLARK ST,CHICAGO IL,2013-04-12 00:30:00,2013-04-12,2015-01-27,614.0,disciplined
237,1053857,116.0,03D,,600.0,No Affidavit,Unsustained,0,522.0,17,440.0,W 117TH ST,CHICAGO IL 60628,2012-05-04 16:30:00,2012-05-08,2012-10-03,501.0,not-sustained
238,1059339,116.0,05M,NS,600.0,Not Sustained,Unsustained,0,524.0,17,11800.0,S PEORIA ST,CHICAGO IL,2013-01-04 20:00:00,2013-01-04,2014-04-22,33.0,not-sustained
240,1071344,116.0,03G,NS,600.0,Not Sustained,Unsustained,0,532.0,17,327.0,E 115TH ST,CHICAGO IL,2014-09-02 19:00:00,2014-09-03,2015-01-27,1455.0,not-sustained
241,1049161,117.0,05B,,600.0,No Affidavit,Unsustained,0,2324.0,17,850.0,W ADDISON ST,CHICAGO IL,2011-10-08 18:05:00,2011-10-08,2011-12-19,1456.0,not-sustained
242,1067822,117.0,09J,,600.0,No Affidavit,Unsustained,0,3100.0,03,1200.0,S YORK RD,ELMHURST IL 60126,2014-02-25 00:00:00,2014-03-06,2014-06-09,231.0,not-sustained
243,1045614,118.0,05N,NS,600.0,Not Sustained,Unsustained,0,224.0,17,4808.0,S CALUMET AVE,CHICAGO IL 60615,2011-05-12 00:00:00,2011-05-23,2011-09-30,969.0,not-sustained
244,1050118,118.0,03C,NS,600.0,Not Sustained,Unsustained,0,412.0,17,8600.0,S STONY ISLAND AVE,CHICAGO IL 60617,2011-11-18 00:00:00,2011-11-18,2012-02-14,1138.0,not-sustained
245,1055076,118.0,03D,,600.0,No Affidavit,Unsustained,0,2531.0,17,1332.0,N CENTRAL AVE,CHICAGO IL 60651,2012-03-12 10:46:00,2012-06-26,2012-08-07,578.0,not-sustained
246,1054857,118.0,05L,NS,600.0,Not Sustained,Unsustained,0,1422.0,17,1601.0,N CENTRAL PARK AVE,CHICAGO IL 60647,2012-06-18 00:00:00,2012-06-18,2013-01-24,1440.0,not-sustained
247,1056951,118.0,07A,NS,600.0,Not Sustained,Unsustained,0,1024.0,17,3422.0,W 26TH ST,CHICAGO IL,2012-09-09 17:35:00,2012-09-10,2013-01-29,1101.0,not-sustained
248,1057772,118.0,10J,,600.0,No Affidavit,Unsustained,0,1423.0,17,1530.0,N HUMBOLDT DR,CHICAGO IL 60622,2012-10-14 00:00:00,2012-10-14,2013-01-23,607.0,not-sustained
249,1063505,118.0,03C,,600.0,No Affidavit,Unsustained,0,1111.0,17,4625.0,W HURON ST,CHICAGO IL 60644,2013-07-13 12:20:00,2013-07-13,2013-08-09,833.0,not-sustained
250,1065617,118.0,05B,NS,600.0,Not Sustained,Unsustained,0,1423.0,17,1500.0,N HUMBOLDT DR,CHICAGO IL 60622,2013-10-19 22:23:00,2013-10-19,2014-02-03,841.0,not-sustained
252,1067932,118.0,03B,,600.0,No Affidavit,Unsustained,0,2524.0,17,2431.0,N AVERS AVE,CHICAGO IL,2014-03-11 19:31:00,2014-03-11,2014-05-23,1307.0,not-sustained
253,1069858,118.0,,,,Unknown,Unknown,?,2524.0,17,3707.0,W DIVERSEY AVE,CHICAGO IL,2014-06-16 19:30:00,2014-06-17,,912.0,open-investigation
254,1071223,118.0,03G,NS,600.0,Not Sustained,Unsustained,0,1724.0,17,4016.0,N SAWYER AVE,CHICAGO IL,2014-08-20 10:00:00,2014-08-27,2014-12-18,397.0,not-sustained
255,1062450,119.0,10U,,600.0,No Affidavit,Unsustained,0,2513.0,17,6921.0,W ARMITAGE AVE,CHICAGO IL 60707,2013-05-19 00:00:00,2013-05-24,2013-08-01,1443.0,not-sustained
259,1055243,120.0,,,,Unknown,Unknown,?,1613.0,17,5324.0,N NATOMA AVE,CHICAGO IL 60656,2012-07-03 00:52:00,2012-07-03,,81.0,open-investigation
260,1061750,122.0,09K,SU,0.0,Sustained,Noted,0,1134.0,04,3151.0,W HARRISON ST,CHICAGO IL,2013-04-25 19:20:00,2013-04-25,2014-04-25,1325.0,sustained
261,1057182,123.0,10B,SU,1.0,Sustained,3,3,213.0,04,3510.0,S MICHIGAN AVE,CHICAGO IL 60654,2012-08-31 09:00:00,2012-09-19,2014-05-08,447.0,disciplined
263,1045741,124.0,10L,SU,100.0,Sustained,5,5,3100.0,01,6501.0,W NORTH AVE,OAK PARK IL,2011-05-28 00:00:00,2011-05-28,2012-10-18,173.0,disciplined
264,1048037,125.0,05P,NS,600.0,Not Sustained,Unsustained,0,833.0,03,3950.0,W 79TH ST,CHICAGO IL 60652,2011-08-26 15:13:00,2011-08-26,2013-01-24,448.0,not-sustained
266,1067302,127.0,03D,,600.0,No Affidavit,Unsustained,0,113.0,03,400.0,S STATE ST,CHICAGO IL 60605,2014-01-31 00:00:00,2014-02-03,2014-04-02,547.0,not-sustained
267,1052872,128.0,03B,,600.0,No Affidavit,Unsustained,0,1131.0,17,4700.0,W GLADYS AVE,CHICAGO IL 60644,2012-03-24 19:50:00,2012-03-27,2013-04-01,1491.0,not-sustained
268,1068659,128.0,04B,,600.0,No Affidavit,Unsustained,0,2534.0,17,4010.0,W DIVISION ST,CHICAGO IL,2014-04-17 19:00:00,2014-04-17,2014-06-17,1335.0,not-sustained
269,1062236,129.0,03B,,600.0,No Affidavit,Unsustained,0,2024.0,17,4800.0,N KENMORE AVE,CHICAGO IL,2013-05-15 21:05:00,2013-05-15,2013-07-02,1330.0,not-sustained
270,1066197,130.0,03D,,600.0,No Affidavit,Unsustained,0,1533.0,17,5043.0,W WASHINGTON BLVD,CHICAGO IL,2011-05-08 20:00:00,2013-11-20,2013-12-31,1150.0,not-sustained
271,1044266,131.0,10P,SU,100.0,Sustained,Reprimand,0,2212.0,04,1900.0,W MONTEREY AVE,CHICAGO IL 60643,2011-03-26 00:00:00,2011-03-26,2012-04-25,567.0,disciplined
272,1053561,131.0,10D,,600.0,No Affidavit,Unsustained,0,2223.0,14,8734.0,S WALLACE ST,CHICAGO IL 60620,2012-04-25 00:00:00,2012-04-25,2012-06-26,1042.0,not-sustained
274,1057901,131.0,10U,,600.0,No Affidavit,Unsustained,0,2234.0,17,11362.0,S LAFLIN ST,CHICAGO IL 60643,2012-10-20 00:00:00,2012-10-21,2012-12-04,1265.0,not-sustained
276,1059053,131.0,10U,NS,600.0,Not Sustained,Unsustained,0,523.0,17,12217.0,S NORMAL AVE,CHICAGO IL 60628,2012-12-16 00:00:00,2012-12-17,2014-02-13,1067.0,not-sustained
279,1069669,131.0,,,,Unknown,Unknown,?,3100.0,03,4440.0,W 95TH ST,OAK LAWN IL,2014-06-08 07:30:00,2014-06-08,,1042.0,open-investigation
280,1049534,132.0,10U,,600.0,No Affidavit,Unsustained,0,232.0,04,5101.0,S WENTWORTH AVE,CHICAGO IL 60609,2011-10-24 14:00:00,2011-10-24,2012-03-02,1151.0,not-sustained
281,1050433,132.0,07E,,600.0,No Affidavit,Unsustained,0,622.0,17,300.0,W 87TH ST,CHICAGO IL,2011-10-23 18:00:00,2011-12-02,2012-04-05,1052.0,not-sustained
282,1053257,132.0,10J,,600.0,No Affidavit,Unsustained,0,225.0,04,5401.0,S WENTWORTH AVE,CHICAGO IL 60609,2012-04-11 17:00:00,2012-04-12,2014-04-09,619.0,not-sustained
283,1063641,132.0,10J,SU,100.0,Sustained,Reprimand,0,225.0,04,5101.0,S WENTWORTH AVE,CHICAGO IL 60609,2013-07-18 00:00:00,2013-07-18,2014-10-02,45.0,disciplined
284,1068672,132.0,10Z,,600.0,No Affidavit,Unsustained,0,211.0,17,3338.0,S CALUMET AVE,CHICAGO IL,2014-04-12 21:00:00,2014-04-18,2014-10-21,442.0,not-sustained
285,1059845,133.0,12F,UN,600.0,Unfounded,Unsustained,0,232.0,17,5900.0,S WABASH AVE,CHICAGO IL,2013-01-26 18:30:00,2013-01-30,2013-12-04,1021.0,not-sustained
286,1062184,133.0,,,,Unknown,Unknown,?,411.0,17,7500.0,S DORCHESTER AVE,CHICAGO IL 60619,2013-05-03 23:30:00,2013-05-14,,419.0,open-investigation
288,1068573,133.0,03B,,600.0,No Affidavit,Unsustained,0,331.0,17,6900.0,S CLYDE AVE,CHICAGO IL 60649,2014-04-13 22:50:00,2014-04-14,2014-09-11,1452.0,not-sustained
292,1072651,133.0,03G,,600.0,No Affidavit,Unsustained,0,734.0,17,1300.0,W 72ND PL,CHICAGO IL,2014-11-21 17:00:00,2014-11-21,2015-02-27,1452.0,not-sustained
295,1056838,134.0,05A,,600.0,No Affidavit,Unsustained,0,621.0,17,7600.0,S HALSTED ST,CHICAGO IL 60620,2012-09-04 17:57:00,2012-09-04,2012-12-04,1170.0,not-sustained
298,1046343,135.0,05A,NS,600.0,Not Sustained,Unsustained,0,2033.0,17,1448.0,W CARMEN AVE,CHICAGO IL 60640,2011-06-21 23:35:00,2011-06-22,2014-10-02,1156.0,not-sustained
299,1047721,135.0,10Z,NS,600.0,Not Sustained,Unsustained,0,231.0,17,5500.0,S DR MARTIN LUTHER KING JR DR,CHICAGO IL 60615,2011-08-13 12:45:00,2011-08-15,2012-08-09,916.0,not-sustained
300,1048915,135.0,03G,EX,600.0,Exonerated,Unsustained,0,1713.0,17,4800.0,N KEDZIE AVE,CHICAGO IL,2011-09-29 10:50:00,2011-09-29,2012-02-02,1279.0,not-sustained
301,1052191,135.0,04E,,600.0,No Affidavit,Unsustained,0,2011.0,17,5952.0,N LINCOLN AVE,CHICAGO IL 60659,2012-02-26 00:00:00,2012-02-28,2012-05-09,924.0,not-sustained
302,1057279,135.0,03B,,,Unknown,Unknown,?,1913.0,17,1232.0,W LELAND AVE,CHICAGO IL 60640,2012-08-16 05:00:00,2012-09-23,2012-12-06,924.0,unknown
303,1062074,135.0,03G,,600.0,No Affidavit,Unsustained,0,2422.0,17,1632.0,W JUNEWAY TER,CHICAGO IL,2013-03-26 19:00:00,2013-05-08,2013-10-25,289.0,not-sustained
304,1062469,135.0,03G,,600.0,No Affidavit,Unsustained,0,1533.0,17,600.0,S CICERO AVE,CHICAGO IL 60644,2013-05-24 00:00:00,2013-05-25,2013-10-23,289.0,not-sustained
305,1062700,135.0,04E,,600.0,No Affidavit,Unsustained,0,2525.0,17,3951.0,W FULLERTON AVE,CHICAGO IL 60647,2013-06-03 00:00:00,2013-06-05,2013-08-09,289.0,not-sustained
306,1067710,135.0,03G,,600.0,No Affidavit,Unsustained,0,1132.0,17,4050.0,W GLADYS AVE,CHICAGO IL 60624,2014-02-26 20:17:00,2014-02-26,2014-05-23,289.0,not-sustained
307,1068918,135.0,,,,Unknown,Unknown,?,1522.0,17,5201.0,W JACKSON BLVD,CHICAGO IL 60644,2014-05-01 23:00:00,2014-05-02,,960.0,open-investigation
309,1070265,136.0,03D,NS,600.0,Unfounded,Unsustained,0,2424.0,17,7319.0,N ROGERS AVE,CHICAGO IL,2014-02-04 17:30:00,2014-07-10,2014-09-23,987.0,not-sustained
310,1072169,136.0,,,,Unknown,Unknown,?,2423.0,17,1608.0,W SHERWIN AVE,CHICAGO IL 60626,2014-10-22 00:00:00,2014-10-22,,231.0,open-investigation
312,1068427,141.0,03G,,600.0,No Affidavit,Unsustained,0,2412.0,17,2000.0,W DEVON AVE,CHICAGO IL 60645,2014-04-04 21:00:00,2014-04-06,2014-05-21,833.0,not-sustained
313,1050431,142.0,05B,NS,600.0,Not Sustained,Unsustained,0,2222.0,17,8700.0,S LOOMIS ST,CHICAGO IL 60620,2011-12-02 13:00:00,2011-12-02,2012-06-19,645.0,not-sustained
314,1056064,142.0,05A,NS,600.0,Not Sustained,Unsustained,0,333.0,17,1950.0,E 72ND PL,CHICAGO IL 60649,2012-07-30 20:44:00,2012-08-03,2013-12-24,656.0,not-sustained
315,1060234,142.0,03G,,,Unknown,Unknown,?,2232.0,17,10300.0,S ABERDEEN ST,CHICAGO IL 60643,2013-02-18 12:37:00,2013-02-19,2013-03-19,543.0,unknown
316,1072890,143.0,,,,Unknown,Unknown,?,2413.0,17,2340.0,W PETERSON AVE,CHICAGO IL 60659,2014-11-05 09:30:00,2014-12-09,,702.0,open-investigation
317,1054667,144.0,05A,,600.0,No Affidavit,Unsustained,0,1024.0,17,2359.0,S HOMAN AVE,CHICAGO IL 60623,2012-06-10 21:00:00,2012-06-11,2012-10-26,309.0,not-sustained
321,1072133,145.0,03B,,,Unknown,Unknown,?,2532.0,17,1222.0,N LARAMIE AVE,CHICAGO IL 60651,2012-02-01 18:19:00,2014-10-21,2014-11-14,578.0,unknown
324,1047188,146.0,03G,,600.0,No Affidavit,Unsustained,0,613.0,17,862.0,W 87TH ST,CHICAGO IL 60620,2011-07-23 00:00:00,2011-07-24,2011-09-29,1085.0,not-sustained
327,1072306,146.0,,,,Unknown,Unknown,?,531.0,04,727.0,E 111TH ST,CHICAGO IL 60628,2014-10-29 16:30:00,2014-10-30,,1158.0,open-investigation
328,1055061,147.0,05A,UN,600.0,Unfounded,Unsustained,0,825.0,17,2501.0,W 63RD ST,CHICAGO IL 60629,2012-06-25 17:00:00,2012-06-26,2014-05-08,133.0,not-sustained
329,1060096,147.0,10U,,600.0,No Affidavit,Unsustained,0,823.0,17,6201.0,S RICHMOND ST,CHICAGO IL,2013-02-12 16:00:00,2013-02-12,2013-04-25,1182.0,not-sustained
330,1072976,147.0,,,,Unknown,Unknown,?,2211.0,01,3047.0,W 111TH ST,CHICAGO IL,2014-12-10 23:30:00,2014-12-16,,208.0,open-investigation
331,1057080,148.0,05H,SU,100.0,Sustained,Reprimand,0,1513.0,04,5701.0,W MADISON ST,CHICAGO IL,2012-09-14 22:40:00,2012-09-14,2013-12-24,489.0,disciplined
332,1056170,150.0,07B,,,Unknown,Unknown,?,811.0,17,6400.0,W ARCHER AVE,CHICAGO IL 60638,2012-08-07 22:30:00,2012-08-08,2012-10-15,1091.0,unknown
333,1070954,150.0,10T,,,Unknown,Unknown,?,411.0,17,7700.0,S BLACKSTONE AVE,CHICAGO IL,2014-08-12 18:35:00,2014-08-12,2014-12-16,880.0,unknown
334,1067568,151.0,03D,,600.0,No Affidavit,Unsustained,0,1532.0,17,4800.0,W FERDINAND ST,CHICAGO IL 60644,2014-02-11 11:00:00,2014-02-18,2014-03-19,143.0,not-sustained
336,1071458,152.0,,,,Unknown,Unknown,?,511.0,17,10250.0,S STONY ISLAND AVE,CHICAGO IL 60628,2012-05-25 18:45:00,2014-09-10,,1016.0,open-investigation
337,1067915,153.0,10J,,600.0,No Affidavit,Unsustained,0,2011.0,03,5540.0,N LINCOLN AVE,CHICAGO IL 60625,2014-03-10 23:30:00,2014-03-11,2014-05-07,70.0,not-sustained
339,1045286,154.0,10T,,600.0,No Affidavit,Unsustained,0,925.0,17,3849.0,S WENTWORTH AVE,CHICAGO IL 60609,2011-05-09 00:00:00,2011-05-09,2011-06-30,1461.0,not-sustained
341,1050272,156.0,05D,NS,600.0,Not Sustained,Unsustained,0,132.0,17,1537.0,S MICHIGAN AVE,CHICAGO IL 60605,2011-11-25 00:00:00,2011-12-02,2012-11-06,300.0,not-sustained
342,1072281,156.0,05Q,,600.0,No Affidavit,Unsustained,0,121.0,17,236.0,S CLINTON ST,CHICAGO IL,2014-03-09 17:05:00,2014-10-29,2015-01-07,297.0,not-sustained
343,1061390,157.0,09K,SU,100.0,Sustained,Noted,0,2432.0,04,6464.0,N CLARK ST,CHICAGO IL,2013-04-12 00:30:00,2013-04-12,2014-06-04,958.0,sustained
344,1061531,157.0,01C,NS,600.0,Not Sustained,Unsustained,0,2422.0,09,1649.0,W HOWARD ST,CHICAGO IL 60626,2013-04-13 03:25:00,2013-04-16,2013-12-31,1440.0,not-sustained
345,1066431,157.0,04E,,600.0,No Affidavit,Unsustained,0,2432.0,04,6464.0,N CLARK ST,CHICAGO IL,2013-09-10 01:00:00,2013-12-04,2014-02-19,676.0,not-sustained
346,1051050,158.0,10U,,600.0,No Affidavit,Unsustained,0,1134.0,03,3024.0,W ROOSEVELT RD,CHICAGO IL 60612,2011-12-31 19:00:00,2012-01-04,2012-04-03,1202.0,not-sustained
347,1053658,159.0,10J,,600.0,No Affidavit,Unsustained,0,1032.0,17,3000.0,S KEDZIE AVE,CHICAGO IL 60623,2012-04-27 00:00:00,2012-04-29,2012-07-19,793.0,not-sustained
348,1055267,158.0,,,,Unknown,Unknown,?,433.0,17,12940.0,S SAGINAW AVE,CHICAGO IL,2012-07-04 03:00:00,2012-07-04,,499.0,open-investigation
352,1070859,158.0,03G,,600.0,No Affidavit,Unsustained,0,1122.0,17,100.0,N CENTRAL PARK DR,CHICAGO IL 60624,2014-08-07 19:00:00,2014-08-08,2014-09-25,633.0,not-sustained
354,1071490,158.0,03D,,600.0,No Affidavit,Unsustained,0,1123.0,17,3245.0,W WASHINGTON BLVD,CHICAGO IL 60624,2014-08-12 19:10:00,2014-09-11,2014-10-29,1146.0,not-sustained
355,1064544,160.0,03B,,600.0,No Affidavit,Unsustained,0,733.0,17,7200.0,S GREEN ST,CHICAGO IL 60621,2013-08-27 23:30:00,2013-08-28,2013-10-22,472.0,not-sustained
356,1068873,161.0,10U,,600.0,No Affidavit,Unsustained,0,611.0,17,7900.0,S ASHLAND AVE,CHICAGO IL 60620,2014-04-27 14:50:00,2014-04-30,2014-06-26,155.0,not-sustained
359,1070184,163.0,03G,,600.0,No Affidavit,Unsustained,0,723.0,17,800.0,W 66TH ST,CHICAGO IL,2014-07-06 14:00:00,2014-07-06,2014-09-17,392.0,not-sustained
361,1048113,166.0,10V,UN,600.0,Unfounded,Unsustained,0,1134.0,08,1011.0,S HOMAN AVE,CHICAGO IL 60624,2011-08-31 07:00:00,2011-08-31,2011-12-16,567.0,not-sustained
362,1060553,167.0,03D,,600.0,No Affidavit,Unsustained,0,311.0,17,6000.0,S WABASH AVE,CHICAGO IL 60637,2013-03-03 00:00:00,2013-03-06,2013-06-13,783.0,not-sustained
365,1068329,168.0,03D,,600.0,No Affidavit,Unsustained,0,2523.0,17,2925.0,N LAWNDALE AVE,CHICAGO IL,2012-10-12 19:00:00,2014-04-01,2014-05-12,567.0,not-sustained
367,1044757,170.0,03G,EX,600.0,Exonerated,Unsustained,0,923.0,17,756.0,W 31ST ST,CHICAGO IL 60616,2011-04-14 19:45:00,2011-04-15,2011-07-19,45.0,not-sustained
368,1045970,171.0,03G,UN,600.0,Unfounded,Unsustained,0,2515.0,04,5555.0,W GRAND AVE,CHICAGO IL,2011-06-02 00:01:00,2011-06-07,2011-11-17,1124.0,not-sustained
371,1056430,174.0,05A,,,Unknown,Unknown,?,531.0,04,727.0,E 111TH ST,CHICAGO IL 60628,2012-08-19 13:05:00,2012-08-19,2012-10-26,1326.0,unknown
372,1051587,175.0,03D,,600.0,No Affidavit,Unsustained,0,212.0,02,3500.0,S INDIANA AVE,CHICAGO IL 60653,2011-05-02 00:00:00,2012-01-31,2012-04-02,231.0,not-sustained
373,1052536,176.0,03D,,,Unknown,Unknown,?,1523.0,17,100.0,N LATROBE AVE,CHICAGO IL,2012-03-07 14:00:00,2012-03-13,2012-05-18,500.0,unknown
374,1060030,176.0,03D,,600.0,No Affidavit,Unsustained,0,1523.0,17,154.0,N LARAMIE AVE,CHICAGO IL 60644,2012-02-28 00:00:00,2013-02-08,2013-04-09,578.0,not-sustained
